Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
533214740,532588074.0,MODI,TRAD,2023-01-25T21:26:02Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-23T20:24:35Z,2023-01-23,2024-11-25,,False,BILT,,,,"3,100",,USD,,,,"1,100",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,2.9494668,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
533217229,533195319.0,MODI,TRAD,2023-01-25T21:26:55Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-02T20:59:44Z,2021-12-02,2026-05-28,,False,BILT,,,,5,,USD,,,,5,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.844506,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
533893064,,NEWT,TRAD,2023-01-26T21:53:42Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-26T21:53:42Z,2023-01-26,9999-12-31,,False,BILT,,,,"77,000","77,000",USD,USD,,,"25,000","25,360",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,3.055568529435,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
533832703,533217229.0,MODI,TRAD,2023-01-26T21:19:27Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-02T20:59:44Z,2021-12-02,2026-05-28,,False,BILT,,,,"95,000",,USD,,,,"5,300",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.92444938688,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
533850600,533208721.0,MODI,TRAD,2023-01-26T21:27:23Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-17T21:00:06Z,2021-12-17,2023-10-30,,False,BILT,,,,"480,000",,USD,,,,"30,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,15.855088614,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
533857356,533214740.0,MODI,TRAD,2023-01-26T21:29:51Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-23T20:24:35Z,2023-01-23,2024-11-25,,False,BILT,,,,"2,800",,USD,,,,970,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,2.8894908,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
533877983,530398308.0,MODI,TRAD,2023-01-26T21:36:14Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-03T20:59:31Z,2021-12-03,2024-01-03,,False,BILT,,,,"640,000",,USD,,,,"36,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.7911136,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
534512561,,NEWT,TRAD,2023-01-27T21:52:54Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-27T21:52:54Z,2023-01-27,9999-12-31,,False,BILT,,,,"85,000","85,000",USD,USD,,,"33,000","32,929",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.5852327056839,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
534528910,,NEWT,TRAD,2023-01-27T22:09:29Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-27T22:09:29Z,2023-01-27,9999-12-31,,False,BILT,,,,"9,200","9,200",USD,USD,,,"3,600","3,564",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.5784843664745,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
534458734,533857356.0,MODI,TRAD,2023-01-27T21:23:06Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-23T20:24:35Z,2023-01-23,2024-11-25,,False,BILT,,,,"2,900",,USD,,,,990,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,2.9351196,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
534460446,533832703.0,MODI,TRAD,2023-01-27T21:24:15Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-02T20:59:44Z,2021-12-02,2026-05-28,,False,BILT,,,,"96,000",,USD,,,,"5,400",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.84379221976,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
534465748,533850600.0,MODI,TRAD,2023-01-27T21:26:23Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-17T21:00:06Z,2021-12-17,2023-10-30,,False,BILT,,,,"480,000",,USD,,,,"30,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,15.83422896,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
534478052,534460446.0,MODI,TRAD,2023-01-27T21:30:58Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-02T20:59:44Z,2021-12-02,2026-05-28,,False,BILT,,,,"76,000",,USD,,,,"4,300",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.7570679206,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
535675278,,NEWT,TRAD,2023-01-30T22:07:57Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-30T22:07:57Z,2023-01-30,9999-12-31,,False,BILT,,,,"5,800","5,800",USD,USD,,,"2,000","2,009",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.9101717780362,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
535644405,533877983.0,MODI,TRAD,2023-01-30T21:35:56Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-03T20:59:31Z,2021-12-03,2024-01-03,,False,BILT,,,,"610,000",,USD,,,,"34,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.9516961,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
535658613,,NEWT,TRAD,2023-01-30T21:53:21Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-30T21:53:21Z,2023-01-30,9999-12-31,,False,BILT,,,,"52,000","52,000",USD,USD,,,"18,000","17,605",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.930410692288,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
535668892,,NEWT,TRAD,2023-01-30T22:01:13Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-30T22:01:13Z,2023-01-30,9999-12-31,,False,BILT,,,,"22,000","22,000",USD,USD,,,"7,600","7,752",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.878437904592,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
536865824,534478052.0,MODI,TRAD,2023-01-31T21:25:23Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-02T20:59:44Z,2021-12-02,2026-05-28,,False,BILT,,,,"60,000",,USD,,,,"3,400",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.75153612374,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
536865854,534458734.0,MODI,TRAD,2023-01-31T21:25:25Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-23T20:24:35Z,2023-01-23,2024-11-25,,False,BILT,,,,"1,200",,USD,,,,425,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,2.823429,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
536886518,535644405.0,MODI,TRAD,2023-01-31T21:38:21Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-03T20:59:31Z,2021-12-03,2024-01-03,,False,BILT,,,,"590,000",,USD,,,,"33,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.749540575,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
536891587,,NEWT,TRAD,2023-01-31T21:46:19Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-31T21:46:19Z,2023-01-31,9999-12-31,,False,BILT,,,,"11,000","11,000",USD,USD,,,"4,200","4,078",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.6066377940376,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
536897764,,NEWT,TRAD,2023-01-31T21:55:47Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-31T21:55:47Z,2023-01-31,9999-12-31,,False,BILT,,,,"5,500","5,500",USD,USD,,,"2,100","2,089",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.6190460666845,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
536903214,,NEWT,TRAD,2023-01-31T22:00:51Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-31T22:00:51Z,2023-01-31,9999-12-31,,False,BILT,,,,"33,000","33,000",USD,USD,,,"12,000","12,257",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.6811727517498,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
536910774,,NEWT,TRAD,2023-01-31T22:06:56Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-31T22:06:56Z,2023-01-31,9999-12-31,,False,BILT,,,,"2,000","2,000",USD,USD,,,740,746,,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.7026996,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
536851376,534465748.0,MODI,TRAD,2023-01-31T21:19:09Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-17T21:00:06Z,2021-12-17,2023-10-30,,False,BILT,,,,"480,000",,USD,,,,"30,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,15.76496217,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
536663696,530251194.0,MODI,TRAD,2023-01-31T17:17:35Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-18T16:35:47Z,2023-01-18,2024-11-27,,False,BILT,,,,"19,000",,EUR,,,,"5,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,3.813725,ACCY,,,,,,,False,EUR,1.0,,,,,,,,,,,,,,,,,,,,,,,EUR,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
536699116,536663696.0,MODI,TRAD,2023-01-31T17:29:47Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-18T16:35:47Z,2023-01-18,2024-11-27,,False,BILT,,,,5,,EUR,,,,5,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,3.862,ACCY,,,,,,,False,EUR,1.0,,,,,,,,,,,,,,,,,,,,,,,EUR,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
536993191,,NEWT,TRAD,2023-02-01T00:26:01Z,,EQ,Equity:ContractForDifference:PriceReturnBasicPerformance:SingleName,N,,2023-02-01T00:26:01Z,2023-02-02,2033-02-02,,False,XXXX,,,,"350,000",,USD,,,,"120,000",,,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.828319,ACCY,,,,,,,True,USD,1.0,,4.0,,,,,A004,,,,,,,,,MNTH,,,,1.0,,,USD,,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
538138520,,NEWT,TRAD,2023-02-01T22:15:40Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-01T22:15:40Z,2023-02-01,9999-12-31,,False,BILT,,,,"11,000","11,000",USD,USD,,,"4,100","4,042",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.7133816553122,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
538142884,,NEWT,TRAD,2023-02-01T22:21:46Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-01T22:21:46Z,2023-02-01,9999-12-31,,False,BILT,,,,"63,000","63,000",USD,USD,,,"22,000","22,340",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.8209306,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
538142933,,NEWT,TRAD,2023-02-01T22:21:46Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-01T22:21:46Z,2023-02-01,9999-12-31,,False,BILT,,,,"99,000","99,000",USD,USD,,,"35,000","35,107",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.8151496,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
538055689,536865824.0,MODI,TRAD,2023-02-01T21:24:15Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-02T20:59:44Z,2021-12-02,2026-05-28,,False,BILT,,,,"67,000",,USD,,,,"3,800",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.7249478098,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
538056980,536865854.0,MODI,TRAD,2023-02-01T21:24:51Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-01-23T20:24:35Z,2023-01-23,2024-11-25,,False,BILT,,,,"1,400",,USD,,,,475,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,2.9472618,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
538067594,538055689.0,MODI,TRAD,2023-02-01T21:28:23Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-02T20:59:44Z,2021-12-02,2026-05-28,,False,BILT,,,,"67,000",,USD,,,,"3,800",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.73886652448,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
538095171,536886518.0,MODI,TRAD,2023-02-01T21:40:43Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-03T20:59:31Z,2021-12-03,2024-01-03,,False,BILT,,,,"520,000",,USD,,,,"29,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.816628375,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
538097474,529254423.0,MODI,TRAD,2023-02-01T21:42:14Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-10-01T13:47:57Z,2021-10-01,2026-05-28,,False,BILT,,,,5,,USD,,,,5,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,16.713333,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
538108919,,NEWT,TRAD,2023-02-01T21:55:17Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-01T21:55:17Z,2023-02-01,9999-12-31,,False,BILT,,,,"1,100","1,100",USD,USD,,,400,410,,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.749993876,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
538111327,,NEWT,TRAD,2023-02-01T21:56:56Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-01T21:56:56Z,2023-02-01,9999-12-31,,False,BILT,,,,"4,000","4,000",USD,USD,,,"1,500","1,501",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.6666661300015,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
539331163,,NEWT,TRAD,2023-02-02T21:57:46Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-02T21:57:46Z,2023-02-02,9999-12-31,,False,BILT,,,,"5,300","5,300",USD,USD,,,"1,600","1,596",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,3.31248972925,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
539347686,,NEWT,TRAD,2023-02-02T22:11:51Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-02T22:11:51Z,2023-02-02,9999-12-31,,False,BILT,,,,"41,000","41,000",USD,USD,,,"12,000","12,379",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,3.3433991532045,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
539371019,539283450.0,TERM,ETRM,2023-02-02T22:54:09Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-02T21:18:20Z,2023-02-02,2023-03-06,,False,XXXX,,,,"31,000",,USD,,,,5,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,3.3333464,ACCY,,0,,,,,False,USD,1.0,,3.0,,,,,A004,,MNTH,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
539283450,,NEWT,TRAD,2023-02-02T21:18:20Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-02T21:18:20Z,2023-02-02,2023-03-06,,False,XXXX,,,,"33,000",,USD,,,,"10,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,3.3000136,ACCY,,0,,,,,False,USD,1.0,,3.0,,,,,A004,,MNTH,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
539290307,538067594.0,MODI,TRAD,2023-02-02T21:28:05Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-02T20:59:44Z,2021-12-02,2026-05-28,,False,BILT,,,,"66,000",,USD,,,,"3,700",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.94943169528,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
539314787,538095171.0,MODI,TRAD,2023-02-02T21:40:40Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-03T20:59:31Z,2021-12-03,2024-01-03,,False,BILT,,,,"300,000",,USD,,,,"17,000",,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,17.726702175,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
539322125,,NEWT,TRAD,2023-02-02T21:47:21Z,,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2023-02-02T21:47:21Z,2023-02-02,9999-12-31,,False,BILT,,,,"5,500","5,500",USD,USD,,,"1,700","1,696",,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,3.2352862626974,ACCY,,,,,,,False,USD,1.0,,,,,,,A004,,DAIL,,1.0,,,,,MNTH,,,,1.0,,,USD,USD,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
539409155,536993191.0,MODI,TRAD,2023-02-03T00:41:06Z,True,EQ,Equity:ContractForDifference:PriceReturnBasicPerformance:SingleName,N,,2023-02-01T00:26:01Z,2023-02-02,2033-02-02,,False,XXXX,,,,"350,000",,USD,,,,"120,000",,,,SHAS,SHAS,,,,,,,,,,,,,,,,,,,,,,,,2.828319,ACCY,,,,,,,True,USD,1.0,,4.0,,,,,A004,,,,,,,,,MNTH,,,,1.0,,,USD,,,,,False,,US0758961009,,ISIN,,,,OPET,,,False,,,,,,,,Cash
540469819,515263393.0,MODI,TRAD,2023-02-03T21:18:23Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-16T18:44:34Z,2021-12-16,2023-11-13,,False,BILT,,,,5,,USD,,,,5,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,15.84,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
540469867,505926337.0,MODI,TRAD,2023-02-03T21:18:27Z,True,EQ,Equity:PortfolioSwap:PriceReturnBasicPerformance:SingleName,N,,2021-12-17T21:00:06Z,2021-12-17,2023-11-09,,False,BILT,,,,"9,300",,USD,,,,580,,,,SHAS,,,,,,,,,,,,,,,,,,,,,,,,,15.9788814,ACCY,,,,,,,False,USD,1.0,,,,,,,,,,,,,,,,,,,,,,,USD,,,,,False,,US0758961009,,ISIN,,,,,,,False,,,,,,,,Cash
